product_id,product_title,rating,total_reviews,price,top_reviews
itmb07d67f995271,"Apple iPhone 16 (Black, 128 GB)",4.6,N/A,"₹64,900",Review for: Color Ultramarine • Storage 128 GB || Best device from Apple ❤️ Its much smoother than the previous model
